tipo,commodity,operatore_id,codice_offerta,bundle_id,nome_commerciale,prezzo_effettivo,unita_prezzo,quota_fissa_euro_anno,meccanismo_prezzo,green_flag,gb,minuti,tipo_sim,tecnologia,costo_attivazione_euro,durata_mesi,sconto_bundle_euro_anno,url_sorgente,scraped_at
Offerta,luce,sorgenia,000390ETVOL01XXES014991010000000,,NEXT ENERGY PUNTUALE LUCE,0.007,EUR/kWh,68.4,PUN,C,,,,,,,,file:///root/workspaces/meno-meno/fixtures/sorgenia/luce.html,2026-09-13T10:00:00.000Z
Offerta,luce,sorgenia,000390ESFML01XXES014989010000000,,NEXT ENERGY SMART LUCE,0.155,EUR/kWh,108,fisso,C,,,,,,,,file:///root/workspaces/meno-meno/fixtures/sorgenia/luce.html,2026-09-13T10:00:00.000Z
