tipo,commodity,operatore_id,codice_offerta,bundle_id,nome_commerciale,prezzo_effettivo,unita_prezzo,quota_fissa_euro_anno,meccanismo_prezzo,green_flag,gb,minuti,tipo_sim,tecnologia,costo_attivazione_euro,durata_mesi,sconto_bundle_euro_anno,url_sorgente,scraped_at
Offerta,mobile,dimensione,per-privati,,Per Privati,6.99,EUR/mese,undefined,,,150,-1,entrambe,4G,,,,file:///root/workspaces/meno-meno/fixtures/dimensione/mobile.html,2026-09-13T10:00:00.000Z
Offerta,mobile,dimensione,per-business,,Per Business,11.99,EUR/mese,undefined,,,200,-1,entrambe,4G,,,,file:///root/workspaces/meno-meno/fixtures/dimensione/mobile.html,2026-09-13T10:00:00.000Z
