tipo,commodity,operatore_id,codice_offerta,bundle_id,nome_commerciale,prezzo_effettivo,unita_prezzo,quota_fissa_euro_anno,meccanismo_prezzo,green_flag,gb,minuti,tipo_sim,tecnologia,costo_attivazione_euro,durata_mesi,sconto_bundle_euro_anno,url_sorgente,scraped_at
Offerta,luce,illumia,energia-lunga-luce,,Energia Lunga Luce,0.135,EUR/kWh,84,fisso,A,,,,,,,,file:///root/workspaces/meno-meno/fixtures/illumia/luce.html,2026-09-13T10:00:00.000Z
Offerta,luce,illumia,energia-senza-pensieri,,Energia Senza Pensieri,0.155,EUR/kWh,144,fisso,A,,,,,,,,file:///root/workspaces/meno-meno/fixtures/illumia/luce.html,2026-09-13T10:00:00.000Z
