tipo,commodity,operatore_id,codice_offerta,bundle_id,nome_commerciale,prezzo_effettivo,unita_prezzo,quota_fissa_euro_anno,meccanismo_prezzo,green_flag,gb,minuti,tipo_sim,tecnologia,costo_attivazione_euro,durata_mesi,sconto_bundle_euro_anno,url_sorgente,scraped_at
Offerta,luce,octopus,octopus-fissa-12m-luce,,Octopus Fissa 12M Luce,0.1859,EUR/kWh,72,fisso,A,,,,,,,,file:///root/workspaces/meno-meno/fixtures/octopus/luce.html,2026-09-13T10:00:00.000Z
Offerta,luce,octopus,octopus-flex-luce,,Octopus Flex Luce,0.0088,EUR/kWh,72,PUN,A,,,,,,,,file:///root/workspaces/meno-meno/fixtures/octopus/luce.html,2026-09-13T10:00:00.000Z
